text,old_entities,new_entities,is_updated
"The artist and educator from Paqtnkek Mi'kmaw Nation, N. S., has gotten pretty close to fulfilling that dream now that he's teamed up with a Nova Scotia theatre company to teach kids the Mi' kmaw language using puppets.",Paqtnkek Mi'kmaw Nation | ORGANIZATION_NAME; N. S. | LOCATION; Nova Scotia | LOCATION; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,Paqtnkek Mi'kmaw Nation | ORGANIZATION_NAME; N. S. | LOCATION; Nova Scotia | LOCATION; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,FALSE
"Gould co-stars next to Wowkwis — the Mi'kmaw word for fox — in Mermaid Theatre's Animalingo, a video series for school-aged kids that the organization hopes to bring to classrooms across the province.",Gould | PERSON_NAME; Wowkwis | MISCELLANEOUS; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; Mermaid Theatre | FACILITY; Animalingo | MISCELLANEOUS,Gould | PERSON_NAME; Wowkwis | MISCELLANEOUS; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; Mermaid Theatre | FACILITY; Animalingo | MISCELLANEOUS,FALSE
"Over 10 episodes, the duo journey to the river, forest and other locations as Gould shares Mi'kmaw culture, traditions and language.",Gould | PERSON_NAME; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,Gould | PERSON_NAME; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,FALSE
"""The ending is getting Wowkwis to a mawiomi, which is very much me, who I am,"" said Gould, a dancer, singer and powwow emcee.",Wowkwis | MISCELLANEOUS; Gould | PERSON_NAME,Wowkwis | MISCELLANEOUS; Gould | PERSON_NAME,FALSE
"""People in the Mi'kmaw community that already have an idea of who I am from working in the community, this will be a lot more, I guess, familiar to them and it' ll be easier to connect.""",Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,FALSE
Mermaid Theatre uses a mix of live puppetry performed by puppet master Jim Morrow and 2 D animation to bring the lessons to life.,Mermaid Theatre | FACILITY; Jim Morrow | PERSON_NAME,Mermaid Theatre | FACILITY; Jim Morrow | PERSON_NAME,FALSE
"""The beautiful part of these stories is we have the human world, and then we go into this animated world where you see Trevor as an avatar and Wowkis in 2 D animation,"" said executive director Danny Everson.",Trevor | PERSON_NAME; Wowkis | MISCELLANEOUS; Danny Everson | PERSON_NAME,Trevor | PERSON_NAME; Wowkis | MISCELLANEOUS; Danny Everson | PERSON_NAME,FALSE
"Animalingo has 30 episodes in total, covering three languages: Mi'kmaw, Gaelic and Acadian French.",Animalingo | MISCELLANEOUS; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; Gaelic | NATIONALITY_RELIGION_POLITICAL; Acadian French | NATIONALITY_RELIGION_POLITICAL,Animalingo | MISCELLANEOUS; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; Gaelic | NATIONALITY_RELIGION_POLITICAL; Acadian French | NATIONALITY_RELIGION_POLITICAL,FALSE
Anika Lirette guides the Acadian lessons and the Gaelic series is led by Cape Breton musician Mary Jane Lamond.,Anika Lirette | PERSON_NAME; Acadian | NATIONALITY_RELIGION_POLITICAL; Gaelic | NATIONALITY_RELIGION_POLITICAL; Cape Breton | LOCATION; Mary Jane Lamond | PERSON_NAME,Anika Lirette | PERSON_NAME; Acadian | NATIONALITY_RELIGION_POLITICAL; Gaelic | NATIONALITY_RELIGION_POLITICAL; Cape Breton | LOCATION; Mary Jane Lamond | PERSON_NAME,FALSE
Lamond stars next to Caoirigh the puppet and hopes the make-believe world they've created together is as captivating for children as it was for her.,Lamond | PERSON_NAME; Caoirigh | MISCELLANEOUS,Lamond | PERSON_NAME; Caoirigh | MISCELLANEOUS,FALSE
"""I was completely engaged with this puppet,"" Lamond said. ""I mean, sometimes I was talking to the puppet and I forgot it was Jim actually working it.""",Lamond | PERSON_NAME; Jim | PERSON_NAME,Lamond | PERSON_NAME; Jim | PERSON_NAME,FALSE
"The episodes are designed for learners as young at Kindergarten and have a Sesame Street-vibe. Each episode introduce kids to a new animal, number and colour, and the lessons build on one another.",Sesame Street | MISCELLANEOUS,Sesame Street | BRAND,TRUE
"By the end of each series, Everson said students will have learned about 150 to 200 new words, and there are plans to expand the series to include more languages, such as Arabic, Mandarin and Inuktitut.",Everson | PERSON_NAME; Arabic | NATIONALITY_RELIGION_POLITICAL; Mandarin | NATIONALITY_RELIGION_POLITICAL; Inuktitut | NATIONALITY_RELIGION_POLITICAL,Everson | PERSON_NAME; Arabic | NATIONALITY_RELIGION_POLITICAL; Mandarin | NATIONALITY_RELIGION_POLITICAL; Inuktitut | NATIONALITY_RELIGION_POLITICAL,FALSE
The Department of Education and Early Childhood Development said it appreciates the work that Mermaid Theatre is doing to share and preserve the Mi'kmaw language in this way.,Department of Education and Early Childhood Development | ORGANIZATION_NAME; Mermaid Theatre | FACILITY; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,Department of Education and Early Childhood Development | ORGANIZATION_NAME; Mermaid Theatre | FACILITY; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,FALSE
"The department said it reviews all new learning material ""to ensure it aligns with existing programs and teaching"" and that it looks forward to reviewing the Animalingo series.",Animalingo | MISCELLANEOUS,Animalingo | BRAND,TRUE
The province is also working on more ways to infuse Mi'kmaw teachings into the curriculum.,Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,Mi'kmaw | NATIONALITY_RELIGION_POLITICAL,FALSE
"Next school year, a new online Mi'kmaw language course will be available to high school students and a new Grade 12 science course called Netukulimk and the Environment will be introduced in 2024.",Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; Netukulimk and the Environment | MISCELLANEOUS; 2024 | DATE,Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; Netukulimk and the Environment | MISCELLANEOUS; 2024 | DATE,FALSE
"""The course will focus on sustainability and environmental stewardship through immersive land-and community-based learning experiences and the guiding principle of Etuaptmumk, or two-eyed seeing, which brings together Indigenous knowledge and western science,"" the department said.",Etuaptmumk | MISCELLANEOUS,Indigenous | NATIONALITY_RELIGION_POLITICAL; western | NATIONALITY_RELIGION_POLITICAL,TRUE
"Animalingo was inspired by the work of Mi 'kmaw linguists Tom and Carol Ann Johnson in Eskasoni, known for their cult classic Mi' kmaw Chicken Run and their translation work for the TV show Vikings.",Animalingo | MISCELLANEOUS; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; Tom | PERSON_NAME; Carol Ann Johnson | PERSON_NAME; Eskasoni | LOCATION; Mi'kmaw Chicken Run | MISCELLANEOUS; Vikings | MISCELLANEOUS,Animalingo | BRAND; Mi 'kmaw | NATIONALITY_RELIGION_POLITICAL; Tom | PERSON_NAME; Carol Ann Johnson | PERSON_NAME; Eskasoni | LOCATION; Mi' kmaw Chicken Run | MISCELLANEOUS; Vikings | BRAND,TRUE
"After learning about their work, Everson said he wanted to find a fun, accessible and engaging way to marry language lessons with the puppetry and animation Mermaid Theatre is known for.",Everson | PERSON_NAME; Mermaid Theatre | FACILITY,Everson | PERSON_NAME; Mermaid Theatre | FACILITY,FALSE
"For Gould, his foray into the world of puppetry and animation has been a chance to see his story reflected, and to sharpen his own language skills.",Gould | PERSON_NAME,Gould | PERSON_NAME,FALSE
"""As a non-fluent speaker... I learned so much about the language and I really do hope people get the same experience as I did,"" he said.",,,FALSE
Gould's Mi'kmaw language series will be released online in October to coincide with Mi'kmaw History Month. The Gaelic and French Acadian series are expected to be released in early 2023.,Gould | PERSON_NAME; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; October | DATE; Mi'kmaw History Month | MISCELLANEOUS; Gaelic | NATIONALITY_RELIGION_POLITICAL; French Acadian | NATIONALITY_RELIGION_POLITICAL; 2023 | DATE,Gould | PERSON_NAME; Mi'kmaw | NATIONALITY_RELIGION_POLITICAL; October | DATE; Mi'kmaw History Month | MISCELLANEOUS; Gaelic | NATIONALITY_RELIGION_POLITICAL; French Acadian | NATIONALITY_RELIGION_POLITICAL; 2023 | DATE,FALSE
"A recent legal move by the Nuluujaat Land Guardians, a group of Inuit protesters, to sue Baffinland Iron Mines is unusual in Canada, says one lawyer watching from afar.",Nuluujaat Land Guardians | ORGANIZATION_NAME; Inuit | NATIONALITY_RELIGION_POLITICAL; Baffinland Iron Mines | ORGANIZATION_NAME; Canada | LOCATION,Nuluujaat Land Guardians | ORGANIZATION_NAME; Inuit | NATIONALITY_RELIGION_POLITICAL; Baffinland Iron Mines | ORGANIZATION_NAME; Canada | LOCATION,FALSE
"And it's made possible thanks to environmental legislation unique to Nunavut and the N. W. T., which allows people to take up claims of environmental damages within the territories on behalf of everybody who uses the area.",Nunavut | LOCATION; N. W. T. | LOCATION,Nunavut | LOCATION; N. W. T. | LOCATION,FALSE
"""I ca n't think of a case where the defendants have basically turned around and used it as an opening of a door to get some of their arguments and concerns before the court,"" said Ben Ralston.",Ben Ralston | PERSON_NAME,Ben Ralston | PERSON_NAME,FALSE
"Ralston teaches at the University of Saskatchewan College of Law and has previously taught environmental law, and at the Nunavut Law Program.",Ralston | PERSON_NAME; University of Saskatchewan College of Law | ORGANIZATION_NAME; Nunavut Law Program | ORGANIZATION_NAME,Ralston | PERSON_NAME; University of Saskatchewan College of Law | ORGANIZATION_NAME; Nunavut Law Program | ORGANIZATION_NAME,FALSE
"The Nuluujaat Land Guardians were first sued by Baffinland in February 2021, after the guardians set up a temporary blockade at Baffinland's Mary River Mine about 176 kilometres from Pond Inlet.",Nuluujaat Land Guardians | ORGANIZATION_NAME; Baffinland | ORGANIZATION_NAME; February 2021 | DATE; Mary River Mine | FACILITY; Pond Inlet | LOCATION,Nuluujaat Land Guardians | ORGANIZATION_NAME; Baffinland | ORGANIZATION_NAME; February 2021 | DATE; Mary River Mine | FACILITY; Pond Inlet | LOCATION,FALSE
"Baffinland Iron Mines' lawsuit, filed in the Nunavut Court of Justice, accuses the group of trespassing, unlawful interference with economic interests and mischief. In early March, a Nunavut judge issued an injunction in relation to the case, banning protesters from obstructing the mine's airstrip and tote road.",Baffinland Iron Mines | ORGANIZATION_NAME; Nunavut Court of Justice | ORGANIZATION_NAME; March | DATE; Nunavut | LOCATION,Baffinland Iron Mines | ORGANIZATION_NAME; Nunavut Court of Justice | ORGANIZATION_NAME; March | DATE; Nunavut | LOCATION,FALSE
"Just last month, on July 12, the Land Guardians filed their statement of defence, alongside a countersuit of their own that makes several claims against Baffinland, asking the judge for an injunction that would stop Baffinland from emitting noise and dust pollution into the surrounding areas. ""To kind of turn this around and make it a lawsuit against Baffinland is, I guess, a bit of a power move.""",July 12 | DATE; Land Guardians | ORGANIZATION_NAME; Baffinland | ORGANIZATION_NAME,July 12 | DATE; Land Guardians | ORGANIZATION_NAME; Baffinland | ORGANIZATION_NAME,FALSE
"Ralston said this case is testing several legal arguments and one statute in particular for Nunavut, that's rarely been used.",Ralston | PERSON_NAME; Nunavut | LOCATION,Ralston | PERSON_NAME; Nunavut | LOCATION,FALSE
"The Nunavut Environmental Rights Act states that every resident in the territory has the right to ""protect the environment and the public trust from the release of contaminants by commencing an action in the Nunavut Court of Justice against any person releasing any contaminant into the environment.""",Nunavut Environmental Rights Act | MISCELLANEOUS; Nunavut Court of Justice | FACILITY,Nunavut Environmental Rights Act | MISCELLANEOUS; Nunavut Court of Justice | FACILITY,FALSE
"""You can think of this as authorizing one or more Nunavummiut to speak on behalf of Nunavut as a whole, and in a sense to speak on behalf of the environment of Nunavut as well,"" Ralston said.",Nunavummiut | LOCATION; Nunavut | LOCATION; Ralston | PERSON_NAME,Nunavummiut | LOCATION; Nunavut | LOCATION; Ralston | PERSON_NAME,FALSE
"That's compared to legislation in southern jurisdictions, where not just anyone can file their environmental concerns in court, Ralston said.",Ralston | PERSON_NAME,southern jurisdictions | LOCATION; Ralston | PERSON_NAME,TRUE
"""I might see pollution happening, I might be upset about it. Of course, though, there will be regulators, I might be able to call up and try and report pollution to.""",,,FALSE
"But ordinarily, he said, most regular citizens do n't get to just bring any kind of claim into court.",,,FALSE
"""It's very hard, traditionally, to get standing to bring environmental law disputes before the courts.""",,,FALSE
Ralston said lawsuits seeking injunctions over protesters often do n't end up going to trial once the injunction has been issued.,Ralston | PERSON_NAME,Ralston | PERSON_NAME,FALSE
"""Normally what you 'd see is the action gets filed, then they bring the injunction, they argued the injunction, and once they have that, and once there's no longer interference or [a] blockade or any sort of dispute to resolve, usually you' ll see that action not really going anywhere,"" he said.",,,FALSE
"In this case, however, the protesters have taken the opportunity to make a wider case of their own.",,,FALSE
"Baffinland's original suit named five defendants, alongside ""John Doe and Jane Doe"" and ""all other persons unknown to the plaintiff."" The statement of defence and counterclaim was filed by three of those named — Tom Naqitarvik, Christopher Akeeagok, Johnathan Pitula — who their lawyer, Anne Crawford, referred to collectively as the Land Guardians. Crawford said the purpose of the countersuit is twofold.",Baffinland | ORGANIZATION_NAME; John Doe | PERSON_NAME; Jane Doe | PERSON_NAME; Tom Naqitarvik | PERSON_NAME; Christopher Akeeagok | PERSON_NAME; Johnathan Pitula | PERSON_NAME; Anne Crawford | PERSON_NAME; Land Guardians | ORGANIZATION_NAME; Crawford | PERSON_NAME,Baffinland | ORGANIZATION_NAME; John Doe | PERSON_NAME; Jane Doe | PERSON_NAME; Tom Naqitarvik | PERSON_NAME; Christopher Akeeagok | PERSON_NAME; Johnathan Pitula | PERSON_NAME; Anne Crawford | PERSON_NAME; Land Guardians | ORGANIZATION_NAME; Crawford | PERSON_NAME,FALSE
"First, it's about countering Baffinland's claim saying that the company lost millions because of the protests, she said. The land guardians argue that the company gained money as a result of the blockade due to rising prices in the worldwide iron ore market.",Baffinland | ORGANIZATION_NAME,Baffinland | ORGANIZATION_NAME; millions | MONEY_CURRENCY,TRUE
"But more crucially, the counterclaim is about protecting the environment, particularly in regard to sound contamination related to shipping, and dust contamination from mining activities.",,,FALSE
"""Their [the Land Guardians] real goal is to ensure that that area is environmentally protected,"" Crawford said.",Land Guardians | ORGANIZATION_NAME; Crawford | PERSON_NAME,Land Guardians | ORGANIZATION_NAME; Crawford | PERSON_NAME,FALSE
The counterclaim document also says the guardians want compensation for anyone whose hunting rights have been impacted.,,,FALSE
"The Land Guardians' claims, along with Baffinland's, are still before the court. It's not yet clear when the case will go to trial.",Land Guardians | ORGANIZATION_NAME; Baffinland | ORGANIZATION_NAME,Land Guardians | ORGANIZATION_NAME; Baffinland | ORGANIZATION_NAME,FALSE
"In an email, Baffinland spokesperson Peter Akman described the guardians' claim as ""frivolous.""",Baffinland | ORGANIZATION_NAME; Peter Akman | PERSON_NAME,Baffinland | ORGANIZATION_NAME; Peter Akman | PERSON_NAME,FALSE
"""Many of the statements within it are clearly untrue and represent a clear lack of understanding or intentional mischaracterization of Baffinland's operation and mining in general,"" he wrote.",Baffinland | ORGANIZATION_NAME,Baffinland | ORGANIZATION_NAME,FALSE
"""The protestors unlawfully prevented hundreds of employees from returning to their families and put lives at risk,"" he said.",,,FALSE
"Akman also said that the protestors are claiming an interest in [Qikiqtani Inuit Association] and Crown land, ""which we assume will also be challenged.""",Akman | PERSON_NAME; Qikiqtani Inuit Association | ORGANIZATION_NAME; Crown | ORGANIZATION_NAME,Akman | PERSON_NAME; Qikiqtani Inuit Association | ORGANIZATION_NAME; Crown | ORGANIZATION_NAME,FALSE
"Though the approach by the Land Guardians is uncommon, it's not the first time this legislation has been used in Nunavut, Crawford said.",Land Guardians | ORGANIZATION_NAME; Nunavut | LOCATION; Crawford | PERSON_NAME,Land Guardians | ORGANIZATION_NAME; Nunavut | LOCATION; Crawford | PERSON_NAME,FALSE
She referenced a case from the early 2000s when a group of citizens went to court over the City of Iqaluit's routine burning of garbage at the dump. They raised health concerns about the resulting air pollution.,2000 | DATE; City of Iqaluit | LOCATION,2000 | DATE; City of Iqaluit | LOCATION,FALSE
"""So it's not completely untested,"" Crawford said of the use of the Nunavut Environmental Rights Act.",Crawford | PERSON_NAME; Nunavut Environmental Rights Act | MISCELLANEOUS,Crawford | PERSON_NAME; Nunavut Environmental Rights Act | MISCELLANEOUS,FALSE
The federal government announced Monday that it has officially concluded a claim worth several million dollars with Beardy's and Okemasis Cree Nation over historically withholding salaries promised to leadership under Treaty Six.,Monday | DATE; million dollars | MONEY_CURRENCY; Beardy | ORGANIZATION_NAME; Okemasis Cree Nation | ORGANIZATION_NAME; Treaty Six | MISCELLANEOUS,Monday | DATE; million dollars | MONEY_CURRENCY; Beardy | ORGANIZATION_NAME; Okemasis Cree Nation | ORGANIZATION_NAME; Treaty Six | MISCELLANEOUS,FALSE
"According to the government, the funds are compensation for the salaries and annuities it had withheld from the nation's chiefs and headmen from 1885 to 1951 when it deemed the community was associated with the Northwest Rebellion, an uprising led by Métis leader Louis Riel in 1885.",1885 | DATE; 1951 | DATE; Northwest Rebellion | MISCELLANEOUS; Métis | NATIONALITY_RELIGION_POLITICAL; Louis Riel | PERSON_NAME,1885 | DATE; 1951 | DATE; Northwest Rebellion | MISCELLANEOUS; Métis | NATIONALITY_RELIGION_POLITICAL; Louis Riel | PERSON_NAME,FALSE
"""I was very honoured to be able to accept another significant contribution to our First Nation,"" said Edwin Ananas, chief of Beardy's and Okemasis Cree Nation, calling the settlement claim ""historic.""",First Nation | NATIONALITY_RELIGION_POLITICAL; Edwin Ananas | PERSON_NAME; Beardy's and Okemasis Cree Nation | ORGANIZATION_NAME,First Nation | NATIONALITY_RELIGION_POLITICAL; Edwin Ananas | PERSON_NAME; Beardy's and Okemasis Cree Nation | ORGANIZATION_NAME,FALSE
"""Canada — I guess they said Beardy's was part of the rebellion so we were stripped of our chief and our council's members for so many years,"" Ananas said.",Canada | LOCATION; Beardy's | ORGANIZATION_NAME; Ananas | PERSON_NAME,Canada | LOCATION; Beardy's | ORGANIZATION_NAME; Ananas | PERSON_NAME,FALSE
"The claim was settled in June for a little more than $4.1 million for what Crown-Indigenous Relations Minister Marc Miller called a ""pretty black-and-white violation of treaty.""",June | DATE; $4.1 million | MONEY_CURRENCY; Crown-Indigenous Relations | ORGANIZATION_NAME; Marc Miller | PERSON_NAME,June | DATE; $4.1 million | MONEY_CURRENCY; Crown-Indigenous Relations | ORGANIZATION_NAME; Marc Miller | PERSON_NAME,FALSE
"""[This claim] is something that I think we can all agree should never have happened in the first place,"" Miller said Monday inside a teepee surrounded by other teepees at Duck Lake, where the former St. Michael's Indian Residential School once stood.",Miller | PERSON_NAME; Monday | DATE; Duck Lake | LOCATION; St. Michael's Indian Residential School | ORGANIZATION_NAME,Miller | PERSON_NAME; Monday | DATE; Duck Lake | LOCATION; St. Michael's Indian Residential School | ORGANIZATION_NAME,FALSE
"""It is something that is based in our shared history, but a moment in time as Canada was being formed and built on treaty where Canada turned on its own and used force against people who were resisting early — because we did it later — but an early violation of treaty.""",Canada | LOCATION,Canada | LOCATION,FALSE
"Ananas said money from the settlement has yet to be earmarked, saying the membership will determine how the money will be used to aid the 3,600 members of the nation, including those on and off reserve.",Ananas | PERSON_NAME,Ananas | PERSON_NAME,FALSE
"The announcement opened the 2022 St. Mikes Indian Residential School Gathering, an annual, week-long event in the community.",2022 | DATE; St. Mikes Indian Residential School Gathering | MISCELLANEOUS,2022 | DATE; St. Mikes Indian Residential School Gathering | MISCELLANEOUS,FALSE
Its daily activities include speakers discussing intergenerational trauma and the findings of the Truth and Reconciliation Commission of Canada.,Truth and Reconciliation Commission of Canada | ORGANIZATION_NAME,Truth and Reconciliation Commission of Canada | ORGANIZATION_NAME,FALSE
"Ananas said Beardy's has other issues that have yet to be resolved, including a flood claim and agricultural claim.",Ananas | PERSON_NAME; Beardy's | ORGANIZATION_NAME,Ananas | PERSON_NAME; Beardy's | ORGANIZATION_NAME,FALSE
"The announcement concluded Miller's week-long visit to Saskatchewan where he spoke with several Indigenous communities, including providing an apology to Peepeekisis Cree Nation for the File Hills Colony Scheme.",Miller | PERSON_NAME; Saskatchewan | LOCATION; Peepeekisis Cree Nation | ORGANIZATION_NAME; File Hills Colony Scheme | MISCELLANEOUS,Miller | PERSON_NAME; Saskatchewan | LOCATION; Indigenous | NATIONALITY_RELIGION_POLITICAL; Peepeekisis Cree Nation | ORGANIZATION_NAME; File Hills Colony Scheme | MISCELLANEOUS,TRUE
C3% AEc% C3% AEwitowin-day-funding-1.6543570,,,FALSE
"Regina's executive committee is being asked to provide $50,000 in funding for an event to mark the National Day of Truth and Reconciliation in Regina.","Regina | LOCATION; $50,000 | MONEY_CURRENCY; National Day of Truth and Reconciliation | MISCELLANEOUS","Regina | LOCATION; $50,000 | MONEY_CURRENCY; National Day of Truth and Reconciliation | MISCELLANEOUS",FALSE
The first miyo-wîcîwitowin Day in the city's history is scheduled to be held on Sept. 29 at Mosaic Stadium through a partnership of Regina Exhibition Association Limited and Cowessess First Nation.,miyo-wîcîwitowin Day | MISCELLANEOUS; Sept. 29 | DATE; Mosaic Stadium | FACILITY; Regina Exhibition Association Limited | ORGANIZATION_NAME; Cowessess First Nation | ORGANIZATION_NAME,miyo-wîcîwitowin Day | MISCELLANEOUS; Sept. 29 | DATE; Mosaic Stadium | FACILITY; Regina Exhibition Association Limited | ORGANIZATION_NAME; Cowessess First Nation | ORGANIZATION_NAME,FALSE
"The words mean reconciliation in Cree, and the goal is to bring approximately 15,000 people, including students, business leaders and the public, together in order to create a dialogue about the effects of residential schools.",Cree | NATIONALITY_RELIGION_POLITICAL,Cree | NATIONALITY_RELIGION_POLITICAL,FALSE
"The event would feature the stories of residential school survivors, and those attending would participate in music and dance as part of an event responding to the Truth and Reconciliation Commission's calls to action, according to a report heading to the executive committee.",Truth and Reconciliation Commission | ORGANIZATION_NAME,Truth and Reconciliation Commission | ORGANIZATION_NAME,FALSE
"The event will also provide a platform for members the Indigenous community to share their culture and ""speak their truth,"" the report says",,Indigenous | NATIONALITY_RELIGION_POLITICAL,TRUE
"The event is meant to be free and open to all, while students from Regina Public and Regina Catholic School divisions, Cowessess Community Educational Centre and File Hills Qu'Appelle Tribal Council will be provided transportation.",Regina Public and Regina Catholic School | ORGANIZATION_NAME; Cowessess Community Educational Centre | ORGANIZATION_NAME; File Hills Qu'Appelle Tribal Council | ORGANIZATION_NAME,Regina Public and Regina Catholic School | ORGANIZATION_NAME; Cowessess Community Educational Centre | ORGANIZATION_NAME; File Hills Qu'Appelle Tribal Council | ORGANIZATION_NAME,FALSE
"The event will also be live streamed, according to the report.",,,FALSE
Planning for the day began in a response to the federal government's declaration of Sept. 30 as the National Day of Truth and Reconciliation last year.,Sept. 30 | DATE; National Day of Truth and Reconciliation | MISCELLANEOUS,Sept. 30 | DATE; National Day of Truth and Reconciliation | MISCELLANEOUS,FALSE
"It's expected to cost approximately $400,000, with a quarter of the funding coming from grants, according to the staff report.","$400,000 | MONEY_CURRENCY","$400,000 | MONEY_CURRENCY",FALSE
"The $50,000 requested from the city would cover half the $100,000 in grant funding, with the rest coming from provincial and federal governments.","$50,000 | MONEY_CURRENCY; $100,000 | MONEY_CURRENCY","$50,000 | MONEY_CURRENCY; $100,000 | MONEY_CURRENCY",FALSE
"Crown corporations, investment groups and the Mosaic Company are also putting money toward the event.",Mosaic Company | ORGANIZATION_NAME,Mosaic Company | ORGANIZATION_NAME,FALSE
The report in front of the executive committee says miyo-wîcîwitowin Day meets the criteria of the city's special event major grant as it supports the vision and goals of Regina's cultural plan.,miyo-wîcîwitowin Day | MISCELLANEOUS; Regina | LOCATION,miyo-wîcîwitowin Day | MISCELLANEOUS; Regina | LOCATION,FALSE
"City staff say the executive committee could choose to provide additional funding beyond what was requested or make the decision to provide no support at all — a decision that could ""be perceived negatively,"" the report says.",,,FALSE
Regina's executive committee is scheduled to meet on Wednesday at 9 a.m.,Regina | LOCATION; Wednesday | DATE,Regina | LOCATION; Wednesday | DATE,FALSE
"It won ' t be easy for Peter Irniq, a residential school survivor, to meet Pope Francis in Iqaluit next week. “It's going to be scary,” said Irniq, who was abused by a nun at the age of 11 as a student at the school in Chesterfield Inlet in what is now Nunavut.",Peter Irniq | PERSON_NAME; Francis | PERSON_NAME; Iqaluit | LOCATION; Irniq | PERSON_NAME; Chesterfield Inlet | LOCATION; Nunavut | LOCATION,Peter Irniq | PERSON_NAME; Francis | PERSON_NAME; Iqaluit | LOCATION; Irniq | PERSON_NAME; Chesterfield Inlet | LOCATION; Nunavut | LOCATION,FALSE
“It's going to be awesome to see the Pope because he was made out to be the very authority of the Roman Catholic Church. A lot of things will be going through my mind.”,Roman Catholic Church | ORGANIZATION_NAME,Roman Catholic Church | ORGANIZATION_NAME,FALSE
"He 'll welcome Pope Francis, but Irniq, on behalf of all Inuit who were taken to residential schools, will have a few things to say as part of the official delegation meeting the pontiff. “I' m going to say what happened to us.” He doesn 't mince words. He calls what happened kidnapping and rape. And a simple papal apology, no matter how heartfelt, isn' t going to be enough.",Francis | PERSON_NAME; Irniq | PERSON_NAME; Inuit | NATIONALITY_RELIGION_POLITICAL,Francis | PERSON_NAME; Irniq | PERSON_NAME; Inuit | NATIONALITY_RELIGION_POLITICAL,FALSE
"“His church is very rich. He should be providing money for loss of culture, loss of language.” That's not all.",,,FALSE
"Irniq, along with many other Inuit, believe the Catholic Church could do more to make priests who abused children in Inuit communities face justice. At least one former priest facing charges in Canada, Johannes Rivoire, remains in France.",Irniq | LOCATION; Inuit | NATIONALITY_RELIGION_POLITICAL; Catholic Church | ORGANIZATION_NAME; Canada | LOCATION; Johannes Rivoire | PERSON_NAME; France | LOCATION,Irniq | LOCATION; Inuit | NATIONALITY_RELIGION_POLITICAL; Catholic Church | ORGANIZATION_NAME; Canada | LOCATION; Johannes Rivoire | PERSON_NAME; France | LOCATION,FALSE
"While many Inuit remain devout Christians and Catholics, the church has a fraught relationship with Arctic people.",Inuit | NATIONALITY_RELIGION_POLITICAL; Christians | NATIONALITY_RELIGION_POLITICAL; Catholics | NATIONALITY_RELIGION_POLITICAL; Arctic | NATIONALITY_RELIGION_POLITICAL,Inuit | NATIONALITY_RELIGION_POLITICAL; Christians | NATIONALITY_RELIGION_POLITICAL; Catholics | NATIONALITY_RELIGION_POLITICAL; Arctic | NATIONALITY_RELIGION_POLITICAL,FALSE
"Between 1955 and 1969, at least 324 children were taken from their parents and sent to live at the Catholic-run Turquetil Hall while they attended Sir Joseph Bernier Day School in Chesterfield Inlet.",1955 | DATE; 1969 | DATE; Catholic | NATIONALITY_RELIGION_POLITICAL; Turquetil Hall | FACILITY; Sir Joseph Bernier Day School | ORGANIZATION_NAME; Chesterfield Inlet | LOCATION,1955 | DATE; 1969 | DATE; Catholic | NATIONALITY_RELIGION_POLITICAL; Turquetil Hall | FACILITY; Sir Joseph Bernier Day School | ORGANIZATION_NAME; Chesterfield Inlet | LOCATION,FALSE
"As well, dozens of children were abused by priest missionaries in Inuit communities – memories that are still so raw that when one priest finally faced trial in 2014, someone in one of his former communities burned down the local church.",Inuit | NATIONALITY_RELIGION_POLITICAL; 2014 | DATE,Inuit | NATIONALITY_RELIGION_POLITICAL; 2014 | DATE,FALSE
"“It feels as though it happened yesterday,” said Irniq.",Irniq | PERSON_NAME,Irniq | PERSON_NAME,FALSE
Irniq's voice tapers into silence when he describes a nun's crucifix swinging overhead as he was being abused in a bathtub.,Irniq | PERSON_NAME,Irniq | PERSON_NAME,FALSE
“I felt absolutely powerless.”,,,FALSE
"Irniq used the education he received at such great cost to fight that powerlessness. He became an Inuit leader, helped negotiate the Nunavut Land Claim and eventually became Nunavut's second commissioner.",Irniq | PERSON_NAME; Inuit | NATIONALITY_RELIGION_POLITICAL; Nunavut Land Claim | MISCELLANEOUS; Nunavut | LOCATION,Irniq | PERSON_NAME; Inuit | NATIONALITY_RELIGION_POLITICAL; Nunavut Land Claim | MISCELLANEOUS; Nunavut | LOCATION,FALSE
