text,old_entities,new_entities,is_updated
Hendel strikes a different tone,Hendel | PERSON_NAME,Hendel | PERSON_NAME,FALSE
"HENDEL SPOKE to a different tune. Toward the beginning of his speech, he accused the Right of doing only what was good for Netanyahu, and then he repeated himself a minute later: “We are determinately against a narrow government [led] by Netanyahu, which will only deal with whatever is good for him.”",HENDEL | PERSON_NAME; Netanyahu | PERSON_NAME,HENDEL | PERSON_NAME; Right | NATIONALITY_RELIGION_POLITICAL; Netanyahu | PERSON_NAME,TRUE
"Regarding Netanyahu's trial, Hendel said: “One camp offers a 61-seat government with Ben-Gvir that will fire the attorney-general, halt the trial and many more topics that have to do with one man only.”",Netanyahu | PERSON_NAME; Hendel | PERSON_NAME; Ben-Gvir | PERSON_NAME,Netanyahu | PERSON_NAME; Hendel | PERSON_NAME; Ben-Gvir | PERSON_NAME,FALSE
This is an argument repeated often by the Center-Left. Hendel also bluntly said that the only way forward was a government with the Likud and the Center-Left. Religious Zionism was noticeably absent.,Center-Left | NATIONALITY_RELIGION_POLITICAL; Hendel | PERSON_NAME; Likud | ORGANIZATION_NAME; Religious Zionism | NATIONALITY_RELIGION_POLITICAL,Center-Left | NATIONALITY_RELIGION_POLITICAL; Hendel | PERSON_NAME; Likud | ORGANIZATION_NAME; Religious Zionism | NATIONALITY_RELIGION_POLITICAL,FALSE
"Furthermore, Hendel used the phrase Yamin mamlachti, the statesmanlike Right, which New Hope leader Gideon Sa ' ar and Blue and White chairman Benny Gantz also used to describe their joint party. In contrast, the word mamlachti was absent from Shaked's speech.",Hendel | PERSON_NAME; Right | ORGANIZATION_NAME; New Hope | ORGANIZATION_NAME; Gideon Sa | PERSON_NAME; Blue and White | ORGANIZATION_NAME; Benny Gantz | PERSON_NAME; Shaked | PERSON_NAME,Hendel | PERSON_NAME; Yamin mamlachti | NATIONALITY_RELIGION_POLITICAL; Right | NATIONALITY_RELIGION_POLITICAL; New Hope | NATIONALITY_RELIGION_POLITICAL; Gideon Sa ' ar | PERSON_NAME; Blue and White | NATIONALITY_RELIGION_POLITICAL; Benny Gantz | PERSON_NAME; Shaked | PERSON_NAME,TRUE
"Hendel also attacked what he deemed “Lebanonization of the Negev, Galilee and mixed cities,” which he described as “shooting in the streets, protection, polygamy, armed militias in the Arab sector and loss of land.” But unlike Shaked, Hendel's criticism was directed not at the current government but at “decision-makers cowardice and inaction for decades,” who “preferred to avoid complications and only wanted political survival.”",Hendel | PERSON_NAME; Lebanonization | MISCELLANEOUS; Negev | LOCATION; Galilee | LOCATION; Arab | NATIONALITY_RELIGION_POLITICAL; Shaked | PERSON_NAME,Hendel | PERSON_NAME; Lebanonization | MISCELLANEOUS; Negev | LOCATION; Galilee | LOCATION; Arab | NATIONALITY_RELIGION_POLITICAL; Shaked | PERSON_NAME,FALSE
"The general impression that Shaked made is that while she opposes a narrow government, she is squarely in the right-wing camp, and when push comes to shove, she may join a purely right-wing, Netanyahu-led government.",Shaked | PERSON_NAME; Netanyahu | PERSON_NAME,Shaked | PERSON_NAME; right-wing | NATIONALITY_RELIGION_POLITICAL; Netanyahu | PERSON_NAME,TRUE
"However, the impression Hendel made is that he opposes such a government, not only because it would have a narrow majority, but because of Netanyahu's attempt to call off his trial. He seemed to strongly prefer a government whose edges were Likud or “Zionist Spirit” on the Right and perhaps Yesh Atid on the Left.",Hendel | PERSON_NAME; Netanyahu | PERSON_NAME; Likud | ORGANIZATION_NAME; Zionist Spirit | ORGANIZATION_NAME; Right | ORGANIZATION_NAME; Yesh Atid | ORGANIZATION_NAME; Left | ORGANIZATION_NAME,Hendel | PERSON_NAME; Netanyahu | PERSON_NAME; Likud | NATIONALITY_RELIGION_POLITICAL; Zionist Spirit | NATIONALITY_RELIGION_POLITICAL; Right | NATIONALITY_RELIGION_POLITICAL; Yesh Atid | NATIONALITY_RELIGION_POLITICAL; Left | NATIONALITY_RELIGION_POLITICAL,TRUE
"Although these discrepancies seem insignificant, they may cause voters to avoid voting for Zionist Spirit. Anti-Netanyahu, moderate-Right voters may be put off by Shaked's rhetoric, while some of her current supporters may be put off by Hendel's strong sentiments against a fully right-wing government and fear that he will lead the party back into a government similar to the current one.",Zionist Spirit | ORGANIZATION_NAME; Netanyahu | PERSON_NAME; Right | NATIONALITY_RELIGION_POLITICAL; Shaked | PERSON_NAME; Hendel | PERSON_NAME,Zionist Spirit | ORGANIZATION_NAME; Netanyahu | PERSON_NAME; moderate-Right | NATIONALITY_RELIGION_POLITICAL; Shaked | PERSON_NAME; Hendel | PERSON_NAME; right-wing | NATIONALITY_RELIGION_POLITICAL,TRUE
"The mixed messages could offset any gains the two made by merging, and keep them below the electoral threshold, where they have sat since the beginning of July.",July | DATE,July | DATE,FALSE
Serial promise breakers,,,FALSE
One more point should be made.,,,FALSE
"Both Shaked and Hendel are guilty of breaking promises that they made to their voters, with serious ramifications. Shaked joined the current government along with former Yamina leader Naftali Bennett despite pledging not to do so, and Hendel and his colleague MK Zvi Hauser broke away from Moshe Ya'alon's Telem Party in 2021, formed their own party and joined the rotation government under Netanyahu despite Ya' alon's pledge to voters that the parties would not.",Shaked | PERSON_NAME; Hendel | PERSON_NAME; Yamina | ORGANIZATION_NAME; Naftali Bennett | PERSON_NAME; MK Zvi Hauser | PERSON_NAME; Moshe Ya ' alon | PERSON_NAME; Telem Party | ORGANIZATION_NAME; 2021 | DATE; Netanyahu | PERSON_NAME; Ya'alon | PERSON_NAME,Shaked | PERSON_NAME; Hendel | PERSON_NAME; Yamina | NATIONALITY_RELIGION_POLITICAL; Naftali Bennett | PERSON_NAME; MK Zvi Hauser | PERSON_NAME; Moshe Ya'alon | PERSON_NAME; Telem Party | NATIONALITY_RELIGION_POLITICAL; 2021 | DATE; Netanyahu | PERSON_NAME; Ya'alon | PERSON_NAME,TRUE
"Shaked and Hendel are both running on thin ice. If the mixed messages continue, they may end up falling through.",Shaked | PERSON_NAME; Hendel | PERSON_NAME,Shaked | PERSON_NAME; Hendel | PERSON_NAME,FALSE
"Following a court decision earlier this week that allowed for the publication of a previously gag-ordered sexual assault incident inside the Israeli Prison Service (IPS), an additional former prison guard stated on Thursday that she was raped by a security prisoner at Gilboa Prison during her mandatory service.",Israeli Prison Service | ORGANIZATION_NAME; IPS | ORGANIZATION_NAME; Thursday | DATE; Gilboa Prison | FACILITY,Israeli Prison Service | ORGANIZATION_NAME; IPS | ORGANIZATION_NAME; Thursday | DATE; Gilboa Prison | FACILITY,FALSE
"On Thursday afternoon, the former prison guard, who referred to herself by the pseudonym Hila, launched a crowdfunding campaign in order to raise funds to establish a commission of inquiry against the IPS.",Thursday | MISCELLANEOUS; Hila | PERSON_NAME; IPS | ORGANIZATION_NAME,Thursday | DATE; Hila | PERSON_NAME; IPS | ORGANIZATION_NAME,TRUE
"""I demand that an independent commission of inquiry be established,"" she wrote. ""Today, an absurd situation has arisen. The system is investigating itself. What interest does the system have in revealing the truth to you and me?""",,,FALSE
"The Gilboa Prison ""pimping affair""",Gilboa Prison | FACILITY,Gilboa Prison | FACILITY,FALSE
"Thursday's testimony is focused on the same ""pimping affair"" case first publicized in 2018 by Liran Levi but which was then closed in October 2019 due to ""lack of evidence.""",Thursday | DATE; 2018 | DATE; Liran Levi | PERSON_NAME; October 2019 | DATE,Thursday | DATE; 2018 | DATE; Liran Levi | PERSON_NAME; October 2019 | DATE,FALSE
The case dealt with testimonies of female prison guards accusing then Prison Intelligence Officer Rani Basha of allowing Fatah terrorist and high-security prisoner Muhammad Atallah to have access to female prison guards in return for providing him with intelligence information.,Rani Basha | PERSON_NAME; Fatah | ORGANIZATION_NAME; Muhammad Atallah | PERSON_NAME,Rani Basha | PERSON_NAME; Fatah | ORGANIZATION_NAME; Muhammad Atallah | PERSON_NAME,FALSE
"However, in late 2021, the affair was blown open again after Gilboa Prison Warden Freddy Ben-Shitreet referred to it during an inquiry into the escape of six Gilboa prisoners.",2021 | DATE; Gilboa Prison | FACILITY; Freddy Ben-Shitreet | PERSON_NAME; Gilboa | LOCATION,2021 | DATE; Gilboa Prison | FACILITY; Freddy Ben-Shitreet | PERSON_NAME; Gilboa | LOCATION,FALSE
"Following the reopening of the IPS internal investigation into the affair, Rani Basha was fired from the IPS earlier this month by Public Security Minister Omer Bar Lev following a recommendation by IPS Commissioner Katy Perry, after admitting that he specifically moved female prison guards from the security to the criminal wing of Gilboa prison, per Atallah's demands.",IPS | ORGANIZATION_NAME; Rani Basha | PERSON_NAME; Omer Bar Lev | PERSON_NAME; Katy Perry | PERSON_NAME; Gilboa | LOCATION; Atallah | PERSON_NAME,IPS | ORGANIZATION_NAME; Rani Basha | PERSON_NAME; Omer Bar Lev | PERSON_NAME; Katy Perry | PERSON_NAME; Gilboa | LOCATION; Atallah | PERSON_NAME,FALSE
"To date, five other victims of Atallah's actions had come forward, with Hila being the sixth to do so. Until earlier this week, Hila's testimony against Atallah had been placed under a gag order for several years by the Rishon Lezion Magistrate's Court.",Atallah | PERSON_NAME; Hila | PERSON_NAME; Rishon Lezion Magistrate's Court | ORGANIZATION_NAME,Atallah | PERSON_NAME; Hila | PERSON_NAME; Rishon Lezion Magistrate's Court | ORGANIZATION_NAME,FALSE
"""Everyone knew. Everyone was silent. Everyone was afraid.""",,,FALSE
"In her crowdfunding campaign, Hila writes that she arrived at Gilboa Prison after asking to serve in the IPS for the duration of her mandatory service.",Hila | PERSON_NAME; Gilboa Prison | FACILITY; IPS | ORGANIZATION_NAME,Hila | PERSON_NAME; Gilboa Prison | FACILITY; IPS | ORGANIZATION_NAME,FALSE
"""I volunteered to serve in the IPS and went through a prison guard course that lasted several months, like all IDF soldiers who are loaned to the IPS as prison guards,"" she writes. "" I was assigned to watch over and guard enemies of the state-the security prisoners who did everything they could to erase the existence of the State of Israel and to murder Jews.",IPS | ORGANIZATION_NAME; IDF | ORGANIZATION_NAME; State of Israel | LOCATION; Jews | NATIONALITY_RELIGION_POLITICAL,IPS | ORGANIZATION_NAME; IDF | ORGANIZATION_NAME; State of Israel | LOCATION; Jews | NATIONALITY_RELIGION_POLITICAL,FALSE
"""Unfortunately for me, of all the prisons, I was placed in Gilboa prison, where the most dangerous terrorists are imprisoned, a prison with maximum security,"" she continues. ""There I discovered to my astonishment that there was one 'commander' who was a Palestinian terrorist with blood on his hands who controlled all the officers and staff who obeyed him and carried out his' orders' without any argument.""",Gilboa prison | FACILITY; Palestinian | NATIONALITY_RELIGION_POLITICAL,Gilboa prison | FACILITY; Palestinian | NATIONALITY_RELIGION_POLITICAL,FALSE
"""He walked freely around the prison when he was not handcuffed, and used his dirty hands to touch the bodies of females without any obstruction. Everyone knew. Everyone was silent. Everyone was afraid.""",,,FALSE
"Continuing her written statement, Hila turns her attention to the prison staff themselves.",Hila | PERSON_NAME,Hila | PERSON_NAME,FALSE
""" My commanders, my staff members, who I thought were supposed to protect me, handed me over to that terrorist (Atallah). They made sure that I was left alone with him, contrary to the clear procedures, so that he could brutally hurt me and abuse me, sexually assault me again and again, and not only me, but also many other female prison guards.",Atallah | PERSON_NAME,Atallah | PERSON_NAME,FALSE
"""He could have murdered me, or taken me hostage, it was just the two of us alone without handcuffs and without bars, and he is a convicted murderer? What were they thinking? That he would"" only "" enjoy me? And that's ok? That it's permissible to sacrifice an IDF soldier for information? Peace? Money?",IDF | ORGANIZATION_NAME,IDF | ORGANIZATION_NAME,FALSE
"""How do you calculate the price for the innocence that was taken from me? For my soul that was murdered in an instant? I still cannot figure out how to solve this equation.""",,,FALSE
"""They hoped I would take this secret with me to the grave""",,,FALSE
"As stated above, Hila's testimony of her experience with Atallah was put under a gag order for several years, even as the affair reentered the public eye with testimonies from other prison guards, and even as the internal IPS investigation was reopened.",Hila | PERSON_NAME; Atallah | PERSON_NAME; IPS | ORGANIZATION_NAME,Hila | PERSON_NAME; Atallah | PERSON_NAME; IPS | ORGANIZATION_NAME,FALSE
"""Maybe they hoped that I would take this secret with me to the grave,"" she writes, referring to the gag order. "" Maybe they thought I would kill myself or run away to hide in some hole and continue to be ashamed. But not anymore.",,,FALSE
"""I 'm done being silent, I' m doing being ashamed, I'm not to blame! The shame belongs to the state. The shame belongs to everyone who has been covering up this affair for years. Enough of the silence. I will not be silenced anymore.""",,,FALSE
"The lawyer representing the former Gilboa prison guards, Keren Barak, responded to the publication of Hila's testimony, saying it was "" the most shocking case since the establishment of the state of Israel of sexual assault against an IDF soldier on regular duty by a terrorist who is an enemy of the State of Israel with blood on his hands.",Gilboa | LOCATION; Keren Barak | PERSON_NAME; Hila | PERSON_NAME; Israel | LOCATION; IDF | ORGANIZATION_NAME; State of Israel | LOCATION,Gilboa | LOCATION; Keren Barak | PERSON_NAME; Hila | PERSON_NAME; Israel | LOCATION; IDF | ORGANIZATION_NAME; State of Israel | LOCATION,FALSE
"""I call on every citizen in the country to help us raise money in order to restore the life of that soldier... this is a woman who enlisted in the IDF and asked to serve in a sensitive security position out of love for her country. We, and the State of Israel, must not abandon her again.""",IDF | ORGANIZATION_NAME; State of Israel | LOCATION,IDF | ORGANIZATION_NAME; State of Israel | LOCATION,FALSE
Response from Israeli officials,Israeli | NATIONALITY_RELIGION_POLITICAL,Israeli | NATIONALITY_RELIGION_POLITICAL,FALSE
"In response to the publication of Hila's testimony, the Knesset Foreign Affairs and Defense Subcommittee headed by MK Ram Ben Barak (Yesh Atid) will convene next week, with representatives from the IPS, Shin Bet, and Attorney General's Office also expected to attend.",Hila | PERSON_NAME; Knesset Foreign Affairs and Defense Subcommittee | ORGANIZATION_NAME; Ram Ben Barak | PERSON_NAME; Yesh Atid | PERSON_NAME; IPS | ORGANIZATION_NAME; Shin Bet | ORGANIZATION_NAME; Attorney General's Office | ORGANIZATION_NAME,Hila | PERSON_NAME; Knesset Foreign Affairs and Defense Subcommittee | ORGANIZATION_NAME; Ram Ben Barak | PERSON_NAME; Yesh Atid | PERSON_NAME; IPS | ORGANIZATION_NAME; Shin Bet | ORGANIZATION_NAME; Attorney General's Office | ORGANIZATION_NAME,FALSE
"Otzma Yehudit chairman MK Itamar Ben-Gvir has donated NIS500 to the crowdfunding campaign, stating that ""anyone who had a hand in covering up the case and ignoring the soldier's plight must be held accountable and pay a heavy price for it. If the government is unable to take care of the warden, we will take care as much as we can to help her.""",Otzma Yehudit | ORGANIZATION_NAME; Itamar Ben-Gvir | PERSON_NAME; NIS500 | MONEY_CURRENCY,Otzma Yehudit | ORGANIZATION_NAME; Itamar Ben-Gvir | PERSON_NAME; NIS500 | MONEY_CURRENCY,FALSE
"Religious Zionist Party chair MK Bezalel Smotrich also released a statement in support of the former prison guard, saying that ""as a person, as a Jew, and as an Israeli, I feel a deep shock and tremendous rage. I ca n't find the words to express my feelings. This is not a matter of Right or Left. The soul searching belongs to all of us and the State of Israel must face a reckoning.""",Religious Zionist Party | ORGANIZATION_NAME; Bezalel Smotrich | PERSON_NAME; Jew | NATIONALITY_RELIGION_POLITICAL; Israeli | NATIONALITY_RELIGION_POLITICAL; Right | ORGANIZATION_NAME; Left | ORGANIZATION_NAME; State of Israel | LOCATION,Religious Zionist Party | NATIONALITY_RELIGION_POLITICAL; Bezalel Smotrich | PERSON_NAME; Jew | NATIONALITY_RELIGION_POLITICAL; Israeli | NATIONALITY_RELIGION_POLITICAL; Right | NATIONALITY_RELIGION_POLITICAL; Left | NATIONALITY_RELIGION_POLITICAL; State of Israel | LOCATION,TRUE
"In December 2021, a proposal put forward by the Opposition to establish a state commission of inquiry into the affair failed to pass in Knesset with a vote of 46-41. The vote fell due to the refusal of coalition MKs to vote in its favor due to Bar Lev's position as Public Security Minister.",December 2021 | DATE; Knesset | ORGANIZATION_NAME; Bar Lev | PERSON_NAME,December 2021 | DATE; Knesset | ORGANIZATION_NAME; Bar Lev | PERSON_NAME,FALSE
"In response to a request for comment on Hila's testimony from The Jerusalem Post, Bar Lev's sspokesperson stated that ""we have made several comments about [the Gilboa affair] in the past, including earlier this week.""",Hila | PERSON_NAME; The Jerusalem Post | ORGANIZATION_NAME; Bar Lev | PERSON_NAME; Gilboa | LOCATION,Hila | PERSON_NAME; The Jerusalem Post | ORGANIZATION_NAME; Bar Lev | PERSON_NAME; Gilboa | LOCATION,FALSE
"However, later on Thursday evening, Bar Lev released a statement saying that "" the publications on the subject, which continue to flood the media, are horrifying-and even the long time that has passed since then does not dull the hard feeling.",Thursday | MISCELLANEOUS; Bar Lev | PERSON_NAME,Thursday | DATE; Bar Lev | PERSON_NAME,TRUE
"""Every incident of violence against women in the organizations subordinate to me will be treated with the utmost severity, and as I received the recommendation of the Sheriff's Commissioner to fire the Gilboa prison's intelligence officer-I will not hesitate to act harshly in the future as well.""",Gilboa prison | FACILITY,Gilboa prison | FACILITY,FALSE
"Tel Aviv's Ichilov Hospital inaugurated the Sylvan Adams Emergency Hospital on Thursday with the participation of President Isaac Herzog and Prime Minister Yair Lapid. The three-story, 8,000 square-meter facility is the largest ER in the world and bears the name of philanthropist Sylvan Adams, who donated $28 million for its establishment.",Tel Aviv's Ichilov Hospital | FACILITY; Sylvan Adams Emergency Hospital | FACILITY; Thursday | DATE; Isaac Herzog | PERSON_NAME; Yair Lapid | PERSON_NAME; Sylvan Adams | PERSON_NAME; $28 million | MONEY_CURRENCY,Tel Aviv's Ichilov Hospital | FACILITY; Sylvan Adams Emergency Hospital | FACILITY; Thursday | DATE; Isaac Herzog | PERSON_NAME; Yair Lapid | PERSON_NAME; Sylvan Adams | PERSON_NAME; $28 million | MONEY_CURRENCY,FALSE
"A number of new technologies are implemented in the new ER, including a facial recognition station and digital self-registration, allowing allow people to self-register using facial recognition ; “self-triage,” which enables patients to check their own temperature, blood pressure, pulse, and blood oxygen saturation before being assigned a medical professional for treatment ; mobile robots, which assist patients in navigating the emergency hospital as well as departments outside the facility ; and an app that will provide real-time reports to the patient about their status.",,,FALSE
"In addition, the hospital has dedicated sections for care to be provided determined by the patient's condition and psychiatric classification, a short-term hospitalization department, and the Maor Center – a room for the acute care of victims of sexual assault. The technologies will enable greater streamlining of triage patient assessment, lower waiting times, and more efficient and effective medical care provision. The inpatient hall includes 100 monitored beds – the largest number of beds in emergency care departments in Israel.",Maor Center | FACILITY; Israel | LOCATION,Maor Center | FACILITY; Israel | LOCATION,FALSE
"Professor Ronni Gamzu, Ichilov CEO, said: “Our emergency room treats complicated cases on a large scale, and therefore the challenge of providing outstanding service is significant. We are determined to change this and to prove that it is possible to demand and receive quick, outstanding treatment even during busy periods. After over five years of strenuous work, I am proud to lead the medical and technological revolution in guaranteeing the best and quickest possible treatment in Israel. I am grateful to Mr. Sylvan Adams, whose generosity has fulfilled Ichilov's dream on behalf of more than 250,000 million Israelis who visit Ichilov's emergency care wing annually.”",Ronni Gamzu | PERSON_NAME; Ichilov | FACILITY; Israel | LOCATION; Sylvan Adams | PERSON_NAME; Israelis | NATIONALITY_RELIGION_POLITICAL,Ronni Gamzu | PERSON_NAME; Ichilov | FACILITY; Israel | LOCATION; Sylvan Adams | PERSON_NAME; Israelis | NATIONALITY_RELIGION_POLITICAL,FALSE
"Sylvan Adams, businessman and philanthropist, added: “At Ichilov, I am happy to provide the residents of the State of Israel with the largest and most advanced emergency room of its kind. The innovative technology, the worldview that places the patient at the center, and the high level of infrastructure creates an advanced level of service and treatment for the benefit of the State of Israel.”",Sylvan Adams | PERSON_NAME; Ichilov | FACILITY; State of Israel | LOCATION,Sylvan Adams | PERSON_NAME; Ichilov | FACILITY; State of Israel | LOCATION,FALSE
An Amiri order was issued Sunday naming Sheikh Ahmad Al-Nawaf Al-Ahmad Al-Sabah as Kuwait's new prime minister. The order assigns Sheikh Ahmad Al-Nawaf to form Kuwait's new Cabinet. Sheikh Ahmad most recently served as First Deputy Prime Minister and Interior Minister in Kuwait's most recent Cabinet.,Amiri | MISCELLANEOUS; Sunday | DATE; Ahmad Al-Nawaf Al-Ahmad Al-Sabah | PERSON_NAME; Kuwait | LOCATION; Ahmad Al-Nawaf | PERSON_NAME; Cabinet | ORGANIZATION_NAME; Ahmad | PERSON_NAME,Amiri | NATIONALITY_RELIGION_POLITICAL; Sunday | DATE; Ahmad Al-Nawaf Al-Ahmad Al-Sabah | PERSON_NAME; Kuwait | LOCATION; Ahmad Al-Nawaf | PERSON_NAME; Cabinet | ORGANIZATION_NAME; Ahmad | PERSON_NAME,TRUE
"“The Diwan of His Highness the Amir Sheikh Nawaf Al-Ahmad Al-Jaber Al-Sabah has stated that an Amiri ordered was issued Sunday naming the Retired General Sheikh Ahmad Nawaf Al-Ahmad Al-Jaber Al-Sabah a new Prime Minister for Kuwait,” reads a statement published by Kuwait News Agency (KUNA). “Sheikh Ahmad Nawaf Al-Ahmad was also asked to immediately implement the order and form the new Cabinet.”",Nawaf Al-Ahmad Al-Jaber Al-Sabah | PERSON_NAME; Amiri | MISCELLANEOUS; Sunday | DATE; Ahmad Nawaf Al-Ahmad Al-Jaber Al-Sabah | PERSON_NAME; Kuwait | LOCATION; Kuwait News Agency | ORGANIZATION_NAME; KUNA | ORGANIZATION_NAME; Ahmad Nawaf Al-Ahmad | PERSON_NAME; Cabinet | ORGANIZATION_NAME,Nawaf Al-Ahmad Al-Jaber Al-Sabah | PERSON_NAME; Amiri | NATIONALITY_RELIGION_POLITICAL; Sunday | DATE; Ahmad Nawaf Al-Ahmad Al-Jaber Al-Sabah | PERSON_NAME; Kuwait | LOCATION; Kuwait News Agency | ORGANIZATION_NAME; KUNA | ORGANIZATION_NAME; Ahmad Nawaf Al-Ahmad | PERSON_NAME; Cabinet | ORGANIZATION_NAME,TRUE
"The order to appoint Sheikh Ahmad Nawaf Al-Ahmad was issued by His Highness the Crown Prince Sheikh Mishal Al-Ahmad Al-Jaber Al-Sabah based on the His Highness the Amir decree on November 25, 2021 mandating His Highness the Crown Prince Sheikh Mishal Al-Ahmad to perform some of the Amir constitutional powers, according to the statement. “His Highness the Crown Prince asked the Prime Minister to inform the National Assembly about the order and issuing it in the official Gazette,” the statement adds.","Ahmad Nawaf Al-Ahmad | PERSON_NAME; Mishal Al-Ahmad Al-Jaber Al-Sabah | PERSON_NAME; November 25, 2021 | DATE; Mishal Al-Ahmad | PERSON_NAME; National Assembly | ORGANIZATION_NAME","Ahmad Nawaf Al-Ahmad | PERSON_NAME; Mishal Al-Ahmad Al-Jaber Al-Sabah | PERSON_NAME; November 25, 2021 | DATE; Mishal Al-Ahmad | PERSON_NAME; National Assembly | ORGANIZATION_NAME",FALSE
"National Assembly Speaker Marzouq Al-Ghanem congrataled Sheikh Ahmad Al-Nawaf Al-Ahmad Al-Sabah for “earning His Highness the Amir's trust” and being named Kuwait's new prime minister. In a statement posted on his social media accounts, Ghanem prayed that Allah Almighty would help Sheikh Ahmad “bear this huge national responsibility”.",National Assembly | ORGANIZATION_NAME; Marzouq Al-Ghanem | PERSON_NAME; Ahmad Al-Nawaf Al-Ahmad Al-Sabah | PERSON_NAME; Kuwait | LOCATION; Ghanem | PERSON_NAME; Allah | PERSON_NAME; Ahmad | PERSON_NAME,National Assembly | ORGANIZATION_NAME; Marzouq Al-Ghanem | PERSON_NAME; Ahmad Al-Nawaf Al-Ahmad Al-Sabah | PERSON_NAME; Kuwait | LOCATION; Ghanem | PERSON_NAME; Ahmad | PERSON_NAME,TRUE
Syrian artist Lama Zakaria announced receiving a Guinness World Record for painting the world's largest display of mandalas.,Syrian | NATIONALITY_RELIGION_POLITICAL; Lama Zakaria | PERSON_NAME; Guinness World Record | MISCELLANEOUS,Syrian | NATIONALITY_RELIGION_POLITICAL; Lama Zakaria | PERSON_NAME; Guinness World Record | MISCELLANEOUS,FALSE
"In an Instagram post, Zakaria shared the certification given by the Guinness World Record committee for her latest artwork of mandalas and wrote: ""The moment I have been waiting for years.""",Instagram | ORGANIZATION_NAME; Zakaria | PERSON_NAME; Guinness World Record | MISCELLANEOUS,Instagram | BRAND; Zakaria | PERSON_NAME; Guinness World Record | MISCELLANEOUS,TRUE
"The Syrian artist's largest display of mandalas consists of 4,096 mandalas in various sizes and colors. The world record prize was given to the Syrian artist who created the magnificant painting on April 9, 2022.","Syrian | NATIONALITY_RELIGION_POLITICAL; April 9, 2022 | DATE","Syrian | NATIONALITY_RELIGION_POLITICAL; April 9, 2022 | DATE",FALSE
"Lama Zakaria, 23, is well-recognized for her amazing drawings of mandalas as she has over 2 K followers on Instagram.",Lama Zakaria | PERSON_NAME; Instagram | ORGANIZATION_NAME,Lama Zakaria | PERSON_NAME; Instagram | BRAND,TRUE
"According to media sources, the mandalas artist completed her masterpiece in her small studio in the Syrian town of Deir Atiyah, where she used ""acrylic colors to paint single, non-repetitive and different circles from each other.""",Syrian | NATIONALITY_RELIGION_POLITICAL; Deir Atiyah | LOCATION,Syrian | NATIONALITY_RELIGION_POLITICAL; Deir Atiyah | LOCATION,FALSE
"The Syrian artist also added that she made ""4,096 mandala circles of various diameters, colors and decorations, the largest of which is two meters in diameter and the smallest with a diameter of 2 cm, on 8 MDF boards to combine them together with an area of approximately 25 square meters.""",Syrian | NATIONALITY_RELIGION_POLITICAL,Syrian | NATIONALITY_RELIGION_POLITICAL,FALSE
What is the Mandala:,,,FALSE
"Mandala as an art form first appeared in Buddhist art that was produced in India during the first century B. C. E. In New Age, the mandala is a diagram, chart or geometric pattern that represents the cosmos metaphysically or symbolically ; a time-microcosm of the universe.",Buddhist | NATIONALITY_RELIGION_POLITICAL; India | LOCATION; New Age | MISCELLANEOUS,Buddhist | NATIONALITY_RELIGION_POLITICAL; India | LOCATION; New Age | MISCELLANEOUS,FALSE
E2% 80% 94-jci,,,FALSE
"AMMAN â €” The industry sector accounted for 60 per cent of the total investment flows that are benefitting from the Investment Law during the first half of 2022, according to the Jordan Chamber of Industry (JCI).",AMMAN | LOCATION; Investment Law | MISCELLANEOUS; 2022 | DATE; Jordan Chamber of Industry | ORGANIZATION_NAME; JCI | ORGANIZATION_NAME,AMMAN | LOCATION; Investment Law | MISCELLANEOUS; 2022 | DATE; Jordan Chamber of Industry | ORGANIZATION_NAME; JCI | ORGANIZATION_NAME,FALSE
"The JCI, in a statement cited by the Jordan News Agency, Petra, on Saturday, said the investments in the industry sector during the first half of the year totalled JD243 million, including 122 ventures.",JCI | ORGANIZATION_NAME; Jordan News Agency | ORGANIZATION_NAME; Petra | LOCATION; Saturday | DATE; JD243 million | MONEY_CURRENCY,JCI | ORGANIZATION_NAME; Jordan News Agency | ORGANIZATION_NAME; Petra | LOCATION; Saturday | DATE; JD243 million | MONEY_CURRENCY,FALSE
"Chairman of the JCI Fathi Jaghbir said that these figures show that the industry sector is capable of leading economic growth, attracting investments and generating jobs.",JCI | ORGANIZATION_NAME; Fathi Jaghbir | PERSON_NAME,JCI | ORGANIZATION_NAME; Fathi Jaghbir | PERSON_NAME,FALSE
"Jaghbir called for supporting the sector through injecting incentives, notably those related to the production of raw materials to enhance food and economic security and maintain the stability of the legislative environment.",Jaghbir | PERSON_NAME,Jaghbir | PERSON_NAME,FALSE
"The industry sector accounted for 94 per cent of the JD105-million foreign investment flows during the first half of this year, while the sector accounted for nearly 50 per cent of all domestic investments, he said.",JD105-million | MONEY_CURRENCY,JD105-million | MONEY_CURRENCY,FALSE
"He added that the new industrial ventures have created more than 7,000 jobs, accounting for 72 per cent of the total jobs created through the Kingdomâ €™s investments, highlighting that the manufacturing industry ranks first when it comes to job creation.",Kingdomâ | ORGANIZATION_NAME,Kingdomâ | ORGANIZATION_NAME,FALSE
"On average, around 55 jobs have been created per a single manufacturing project, while other sectorsâ €™ projects generated some 32 jobs.",,,FALSE
E2% 80% 98 pressing-necessity% E2% 80% 99-% E2% 80% 94-bani-mustafa,,,FALSE
